,original_text,polarity,score
7992,late tweet USER book handbook marketing concept became bestsel URL ,-0.5,negative
7993,thanks USER URL ,0.4166666666666666,positive
7994,thank URL ,0.0681818181818181,positive
7995,thank URL ,0.1363636363636363,positive
7996,thanks URL ,0.1363636363636363,positive
7999,late tweet USER book handbook marketing concept became bestsel URL ,0.1366666666666667,positive
8000,ambedkarjayanti imagine babasaheb ambedkar response preaching communal discrimination 2022 URL ,0.4166666666666666,positive
8003,thanks USER URL ,-0.5,negative
8010,police car light week briefing going session long covid dm u question email u URL ,0.01,positive
8020,today work check field bird using finalise tagging site first thing tomorrow mo URL ,0.1363636363636363,positive
8021,today worldcurlewday 2021 curlew report USER amp USER sobering read URL ,0.125,positive
8030,USER completely backwards tell child blame car hit URL ,0.1939393939393939,positive
8031,also spend something region 800 00 annually wholly unproven hi vi campaign rsa go pri URL ,0.25,positive
8037,ireland two red light camera left idle nearly year URL via USER ,0.125,positive
8038,time irish journalist follow road collision reporting guideline URL ,-0.9,negative
8044,USER related want conduct investigative project examine coroner process invest URL ,0.5268939393939394,positive
8052,recommendation illustrates one reason love job URL via USER URL ,-0.1944444444444444,negative
8101,truly believe priority ensuring justice perpetrator must adequately punished URL ,0.125,positive
8102,ansar sheltered USER photo everyone reference cannot stop trying please mo sh URL ,0.1363636363636363,positive
8103,dearest red heart asansolbypollcampaign URL ,0.3375,positive
8113,USER small bag know someday become millionaire xrp hodl folded hand smiling face smiling eye ,0.1363636363636363,positive
8118,achhe din time newspaper welcome 4th edition like last week week week URL ,0.5,positive
8123,bring current happening mr USER hyped newindia economy distressed common pe URL ,-0.05,negative
8125,mr USER back covering lie amp failure crocodile tear covering lack development URL ,-0.0833333333333333,negative
8126,mr USER back covering lie amp failure crocodile tear covering lack development URL ,0.52,positive
8130,USER USER unity main strength USER united india dream URL ,0.5166666666666667,positive
8134,young boy collecting coin juice pack father juice shop demolished jahagirpuri URL ,0.125,positive
8136,wbsetcl score hat trick prestigious USER power award year adjudged winner URL ,0.7,positive
8149,sufficient transparency around sa flood relief fund kznfloods kzn floodrelief ,-0.1555555555555555,negative
8193,breaking news movetech solution offer round solution business affordable po system ensur URL ,-0.25,negative
8197,double sided one touch screen po terminal provides undefeated convenience customer service inventory URL ,0.8,positive
8198,2d wireless bluetooth handheld barcode scanner available excellent teading speed contact u telephone receiver 074066005 URL ,0.5,positive
8200,buy u guarantee barcode number sold unique used URL ,0.375,positive
8202,payroll software designed accommodate basic payroll offering large organization flexibility URL ,0.85,positive
8205,movetech solution extensive experience search engine optimization help developing high rank URL ,0.5,positive
8207,qr code capable storing lot data matter much information contained scanned URL ,-0.3125,negative
8210,come supply chain afford weak link using warehouse management sys URL ,0.5,positive
8212,good morning tuesday blue come office order barcode scanner barcode printer telephone receiver 074 URL ,0.1833333333333333,positive
8216,possible print barcode something black white however scannarbility barcod URL ,0.4,positive
8217,take high pride best top erp software company looking purchase best erp URL ,0.5,positive
8219,information stored qr code company website phone number buy qr URL ,1.0,positive
8223,meet complete po system make inventory smooth baby skin come order shop 5th URL ,0.5,positive
8225,knock knock movetech movetech movetech solution leading company retail business solu URL ,0.375,positive
8232,bulk sm service help inform news promotion activity may taking place organization use URL ,0.5,positive
8259,USER marvin getting ready launch another leg bullish run chart getting greener URL ,0.125,positive
8261,USER marvininu marvin USER marvin marvinarmy marvinauts URL ,-0.3,negative
8264,young product marvin best community marvininu prepares blast mar underst URL ,0.5,positive
8279,scared lose money worry marvininu would rather gain lose hundred point star struck fill bag URL ,-0.1952380952380952,negative
8281,USER USER USER USER marvin high growth potential support professional marketi URL ,0.2777777777777778,positive
8285,USER police resisting opposition leader including USER fact finding committee going URL ,0.65,positive
8286,everyone know jahagirpuriviolence delhi conspiracy USER evidence came URL ,0.4,positive
8287,goa tmc commemorates wish everyone worldearthday earth common let pledge URL ,-0.25,negative
8290,USER USER ensuring justice priority ansar could repeat offender URL ,0.6,positive
8291,USER USER ensuring justice priority ansar could repeat offender URL ,0.0681818181818181,positive
8293,time bgbs2022 137th mou signed lakh 42 thousand 365 crore investment proposed ben URL ,0.25,positive
8295,mohammed ansar sheikh alleged main conspirator delhi jahangirpuriviolence seen hobno URL ,-0.0359788359788359,negative
8296,tuesday conversation sharp outspoken beautiful charming person senior editor anchor URL ,-0.1,negative
8299,USER USER bring current happening mr USER hyped newindia ec URL ,0.25,positive
8358,unity main strength USER united india dream aim achieve ti URL ,0.5,positive
8369,6th edition bengal global business summit 2022 opened today biswa bangla convention centre saw overw URL ,-0.0333333333333333,negative
8370,extending warm welcome shri USER stalwart skilled politician joined USER URL ,-0.5,negative
8374,big day almost ready join craze ready roar diamond harbour football cl URL ,-0.1875,negative
8376,2021 india slipped 101st position global hunger index 2022 mr USER claim india URL ,0.3,positive
8387,unity main strength USER united india dream aim achieve ti URL ,0.2083333333333333,positive
8394,various industry leader shared valuable insight advantage investing bengal today URL ,-0.1,negative
8396,onwards upwards next decade USER invest 10 00 crore bengal testament URL ,0.0625,positive
8402,pm USER world bear witness infamous mismanagement covid stalling USER effort URL ,0.3,positive
8405,ansar USER leader bjp party known spread hate among people create chaos promot URL ,0.2121212121212121,positive
8424,unity main strength USER united india dream aim achieve ti URL ,0.0833333333333333,positive
8428,bring current happening mr USER hyped newindia economy distressed common pe URL ,0.75,positive
8432,cm USER say addressing bengal business summit kolkata USER USER URL ,0.2,positive
8434,various industry leader shared valuable insight advantage investing bengal today URL ,0.1,positive
8438,ansar USER leader bjp party known spread hate among people create chaos promot URL ,-0.0333333333333333,negative
8441,focus justice ansar USER leader case anybody missed got busy running URL ,-0.0249999999999999,negative
8448,bengal lead way present highlight day gear captivated bgbs2022 turnin URL ,-0.1,negative
8451,unity main strength USER united india dream aim achieve ti URL ,-0.4624999999999999,negative
8458,bring current happening mr USER hyped newindia economy distressed common pe URL ,-0.25,negative
8462,pleasure part iftar get together hon mp USER cabinet colleague USER URL ,0.125,positive
8474,focus justice ansar USER leader case anybody missed got busy running URL ,-0.0625,negative
8476,bengal lead way present highlight day gear captivated bgbs2022 turnin URL ,0.8,positive
8490,youth icon USER red heart URL ,0.1,positive
8491,henry eating mango USER dog face mango ig rottweillerhenry URL ,0.5,positive
8494,bulldoze divide unite people USER bgbs jahagirpuridemolition mamatabanerjee ,-0.3333333333333333,negative
8495,much rukus jahagirpuri demolition yesterday delhi cm USER USER URL ,0.0056818181818181,positive
8502,rishad premji executive chairman USER announced bgbs inaugural session firm would start constr URL ,0.05,positive
8505,strongly condemn attack USER social medium warrior USER antisocial element URL ,0.875,positive
8506,stopping vishwaguru bulldozing illegal chinese hut inside indian territory use 56 inche URL ,0.2166666666666666,positive
8508,happy gudi padwa may celebration usher prosperity happiness joy ,0.1923701298701298,positive
8510,jumlacracy season episode mr USER disrupting mgnrega made poor suffer immensely URL ,0.5249999999999999,positive
8513,proud launch sustainable fulfillment centre haringhata west bengal USER committed investing URL ,0.1,positive
8514,bengal lead way present highlight day gear captivated bgbs2022 turnin URL ,0.2,positive
8515,achhe din time newspaper welcome 4th edition like last week week week URL ,0.2083333333333333,positive
8516,truly believe priority ensuring justice perpetrator must adequately punished URL ,-0.1,negative
8520,bring current happening mr USER hyped newindia economy distressed common pe URL ,-0.2,negative
8526,thank asansol amp ballygunge taking step towards india free hate monger oppres URL ,0.6,positive
8542,bring current happening mr USER hyped newindia economy distressed common pe URL ,0.6,positive
8544,bengal think today india think tomorrow mamata banerjee USER USER USER URL ,0.8,positive
8547,cm USER say addressing bengal business summit kolkata USER USER URL ,0.3222222222222222,positive
8550,2nd feb 2022 launched budget 2022 portfolio based stock likely benefit budg URL ,-0.4,negative
8551,india celebrates 75th year independence hugely optimistic depth friendship URL ,1.0,positive
8560,update pm USER new india surprisingly india accused stalling USER effort make th URL ,0.5,positive
8568,even filthy deplorable campaign full lie amp deceit USER amp saira shah halim show class URL ,0.5,positive
8569,sincerely thank elector asansol parliamentary constituency ballygunge assembly constituency URL ,-0.5,negative
8571,thank ballygunge folded hand thank asansol folded hand confident poeticjustice prevail amp next mp asansol URL ,-0.3,negative
8572,thank asansol amp ballygunge taking step towards india free hate monger oppres URL ,0.5,positive
8581,ensuring justice priority ansar could repeat offender seen people URL ,-0.0769230769230769,negative
8582,focus justice ansar USER leader case anybody missed got busy running URL ,-0.0666666666666666,negative
8585,unity main strength USER united india dream aim achieve ti URL ,-0.15,negative
8586,mr USER back covering lie amp failure crocodile tear covering lack development URL ,0.025,positive
8599,USER exemplary leadership bengal ranked first among state total person worked emplo URL ,0.0666666666666666,positive
8609,name tamilnadu fire fire fire tamilnadu dmk periyar kalaignar mkstalin4pm2024 mkstalin4socialjustice URL ,0.0954545454545454,positive
